APP_LoTW_2xQSL,APP_LoTW_DXCC_ENTITY_STATUS,APP_LoTW_EOF>,APP_LoTW_MODEGROUP,APP_LoTW_MY_DXCC_ENTITY_STATUS,APP_LoTW_OWNCALL,APP_LoTW_QSO_TIMESTAMP,APP_LoTW_RXQSL,APP_LoTW_RXQSO,BAND,CALL,CNTY,COUNTRY,CQZ,DXCC,FREQ,GRIDSQUARE,ITUZ,MODE,MY_CNTY,MY_COUNTRY,MY_CQ_ZONE,MY_DXCC,MY_GRIDSQUARE,MY_ITU_ZONE,MY_STATE,PFX,QSLRDATE,QSL_RCVD,QSO_DATE,STATE,STATION_CALLSIGN,TIME_ON
Y,Current,,PHONE,Current,KM6HBH,"2022-09-18T02', '10', '00Z // QSO Date & Time; ISO-8601","2022-10-06 17', '32', '32 // QSL record matched/modified at LoTW","2022-09-29 02', '12', '40 // QSO record inserted/modified at LoTW",20M,W6M,"KS,LANE // Lane",UNITED STATES OF AMERICA,04,291,14.30300,DM98,07,SSB,"CA,SANTA CLARA // Santa Clara",UNITED STATES OF AMERICA,03,291,CM97CF,06,CA // California,W6,20221006,Y,20220918,KS // Kansas,KM6HBH,021000
